TrackerID,FMSID,Title,Summary,CurrentPhase,DesignPercentComplete,ProcurementPercentComplete,ConstructionPercentComplete,DesignStart,DesignProjectedCompletion,DesignAdjustedCompletion,DesignActualCompletion,ProcurementStart,ProcurementProjectedCompletion,ProcurementAdjustedCompletion,ProcurementActualCompletion,ConstructionStart,ConstructionProjectedCompletion,ConstructionAdjustedCompletion,ConstructionActualCompletion,TotalFunding,ProjectLiaison,LastUpdated,FundingSource,name,ParkID,Latitude,Longitude,Borough
3898,846 P-6BLDG9A,Citywide Buildings Reconstruction (CNYG-209M),This project will reconstruct buildings and comfort stations in various parks citywide.,completed,100,100,100,08/01/2009 12:00:00 AM,,,09/01/2009 12:00:00 AM,09/01/2009 12:00:00 AM,06/01/2010 12:00:00 AM,,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,07/01/2013 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,"$2,171,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council",Knickerbocker Avenue between Woodbine Street and Putnam Avenue,B017,40.696004,-73.912137,"Brooklyn, Queens, Manhattan, Bronx"
3898,846 P-6BLDG9A,Citywide Buildings Reconstruction (CNYG-209M),This project will reconstruct buildings and comfort stations in various parks citywide.,completed,100,100,100,08/01/2009 12:00:00 AM,,,09/01/2009 12:00:00 AM,09/01/2009 12:00:00 AM,06/01/2010 12:00:00 AM,,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,07/01/2013 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,"$2,171,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council","Grand Central Parkway, Van Wyck Expressway",Q099,40.751399,-73.833783,"Brooklyn, Queens, Manhattan, Bronx"
3898,846 P-6BLDG9A,Citywide Buildings Reconstruction (CNYG-209M),This project will reconstruct buildings and comfort stations in various parks citywide.,completed,100,100,100,08/01/2009 12:00:00 AM,,,09/01/2009 12:00:00 AM,09/01/2009 12:00:00 AM,06/01/2010 12:00:00 AM,,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,07/01/2013 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,"$2,171,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council","West 59 Street, West 60 Street between Amsterdam Avenue and West End Avenue",M063,40.771294,-73.988729,"Brooklyn, Queens, Manhattan, Bronx"
3898,846 P-6BLDG9A,Citywide Buildings Reconstruction (CNYG-209M),This project will reconstruct buildings and comfort stations in various parks citywide.,completed,100,100,100,08/01/2009 12:00:00 AM,,,09/01/2009 12:00:00 AM,09/01/2009 12:00:00 AM,06/01/2010 12:00:00 AM,,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,07/01/2013 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,"$2,171,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council","Hammersley, Ely, Burke, Gunther Avenues",X196,40.873683,-73.839166,"Brooklyn, Queens, Manhattan, Bronx"
3898,846 P-6BLDG9A,Citywide Buildings Reconstruction (CNYG-209M),This project will reconstruct buildings and comfort stations in various parks citywide.,completed,100,100,100,08/01/2009 12:00:00 AM,,,09/01/2009 12:00:00 AM,09/01/2009 12:00:00 AM,06/01/2010 12:00:00 AM,,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,07/01/2013 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,"$2,171,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council",Beach 83rd Street & Rockaway Beach Boulevard,Q367,40.588203,-73.809374,"Brooklyn, Queens, Manhattan, Bronx"
3898,846 P-6BLDG9A,Citywide Buildings Reconstruction (CNYG-209M),This project will reconstruct buildings and comfort stations in various parks citywide.,completed,100,100,100,08/01/2009 12:00:00 AM,,,09/01/2009 12:00:00 AM,09/01/2009 12:00:00 AM,06/01/2010 12:00:00 AM,,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,07/01/2013 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,"$2,171,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council","Goulden Avenue, West 205 Street, Paul Avenue, Bedford Park Boulevard",X136,40.876281,-73.891882,"Brooklyn, Queens, Manhattan, Bronx"
3898,846 P-6BLDG9A,Citywide Buildings Reconstruction (CNYG-209M),This project will reconstruct buildings and comfort stations in various parks citywide.,completed,100,100,100,08/01/2009 12:00:00 AM,,,09/01/2009 12:00:00 AM,09/01/2009 12:00:00 AM,06/01/2010 12:00:00 AM,,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,07/01/2013 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,"$2,171,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council","West 155th & Dyckman Streets, Edgecombe & Amsterdam Avenues",M037,40.842759,-73.93429,"Brooklyn, Queens, Manhattan, Bronx"
3898,846 P-6BLDG9A,Citywide Buildings Reconstruction (CNYG-209M),This project will reconstruct buildings and comfort stations in various parks citywide.,completed,100,100,100,08/01/2009 12:00:00 AM,,,09/01/2009 12:00:00 AM,09/01/2009 12:00:00 AM,06/01/2010 12:00:00 AM,,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,07/01/2013 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,"$2,171,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council","Dyckman Street, Hudson River, Harlem River Ship Canal",M042,40.874044,-73.920126,"Brooklyn, Queens, Manhattan, Bronx"
3898,846 P-6BLDG9A,Citywide Buildings Reconstruction (CNYG-209M),This project will reconstruct buildings and comfort stations in various parks citywide.,completed,100,100,100,08/01/2009 12:00:00 AM,,,09/01/2009 12:00:00 AM,09/01/2009 12:00:00 AM,06/01/2010 12:00:00 AM,,07/01/2010 12:00:00 AM,07/01/2010 12:00:00 AM,07/01/2013 12:00:00 AM,02/01/2015 12:00:00 AM,02/01/2015 12:00:00 AM,"$2,171,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council",Schermerhorn & Nevins Street,B137,40.686792,-73.981006,"Brooklyn, Queens, Manhattan, Bronx"
7327,846 P-207BTFY,Butterfly Gardens Pavement Reconstruction and Planted Area Expansion,"This project will reconstruct Butterfly Gardens including new pavements, fencing, benches, and trash receptacles and expanded planted areas.",completed,100,100,100,09/01/2015 12:00:00 AM,06/01/2016 12:00:00 AM,08/01/2016 12:00:00 AM,07/01/2016 12:00:00 AM,07/01/2016 12:00:00 AM,03/01/2017 12:00:00 AM,09/01/2017 12:00:00 AM,08/01/2017 12:00:00 AM,09/01/2017 12:00:00 AM,09/01/2018 12:00:00 AM,,09/01/2018 12:00:00 AM,"$638,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council, State",7th Avenue and 18th Street,B255G,40.66032,-73.986475,Brooklyn
9215,846 P-202CAD2,Cadman Plaza Park Oval Reconstruction,This project will reconstruct the oval at Cadman Plaza Park.,procurement,100,5,0,06/01/2019 12:00:00 AM,06/01/2020 12:00:00 AM,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,04/01/2021 12:00:00 AM,,,,,,,Between $5 million and $10 million,Davey Ives,07/11/2021 12:00:00 AM,Mayoral,"Between Cadman Plaza East, Cadman Plaza West, the Brooklyn Bridge, and the Brooklyn War Memorial",B113A,40.698828,-73.990337,Brooklyn
1044,846 P-202CADM,Cadman Plaza Park Brooklyn War Memorial ADA Ramp and Elevator Construction,This project will install an accessible ramp and elevator at the Brooklyn War Memorial in Cadman Plaza Park.,construction,100,100,81,06/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,07/01/2017 12:00:00 AM,08/01/2017 12:00:00 AM,08/01/2017 12:00:00 AM,05/01/2018 12:00:00 AM,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM,01/01/2020 12:00:00 AM,01/01/2021 12:00:00 AM,04/01/2021 12:00:00 AM,,"$3,870,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council, Federal","Cadman Plaza West, Tillary Street, Cadman Plaza East, Tillary Street, Brooklyn Bridge",B113A,40.698459966852,-73.990859575848,Brooklyn
8985,846 P-6CADMAR,Marlboro Playground and Cadman Plaza Park Comfort Station Reconstruction,This project will reconstruct the comfort stations at Marlboro Playground and Cadman Plaza Park.,procurement,100,5,0,12/01/2017 12:00:00 AM,08/01/2019 12:00:00 AM,07/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,09/01/2021 12:00:00 AM,,,,,,,Between $1 million and $3 million,Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council, State","Tillary, Cadman Plaza East, Prospect Streets",B113A,40.696824,-73.991014,Brooklyn
8985,846 P-6CADMAR,Marlboro Playground and Cadman Plaza Park Comfort Station Reconstruction,This project will reconstruct the comfort stations at Marlboro Playground and Cadman Plaza Park.,procurement,100,5,0,12/01/2017 12:00:00 AM,08/01/2019 12:00:00 AM,07/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,09/01/2021 12:00:00 AM,,,,,,,Between $1 million and $3 million,Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council, State",West 11th Street & Avenue W,B272,40.591348,-73.981062,Brooklyn
8986,846 P-6WPEBCS,Brooklyn War Memorial Restroom and Eleanor Roosevelt Playground Comfort Station Reconstruction,This project will reconstruct Brooklyn War Memorial Restroom and Eleanor Roosevelt Playground Comfort Station.,construction,100,100,0,12/01/2017 12:00:00 AM,11/01/2018 12:00:00 AM,,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM,04/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,05/01/2021 12:00:00 AM,06/01/2021 12:00:00 AM,06/01/2023 12:00:00 AM,,,"$2,060,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council","Tillary, Cadman Plaza East, Prospect Streets",B113A,40.698452173293,-73.990622476275,Brooklyn
8986,846 P-6WPEBCS,Brooklyn War Memorial Restroom and Eleanor Roosevelt Playground Comfort Station Reconstruction,This project will reconstruct Brooklyn War Memorial Restroom and Eleanor Roosevelt Playground Comfort Station.,construction,100,100,0,12/01/2017 12:00:00 AM,11/01/2018 12:00:00 AM,,07/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM,04/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,05/01/2021 12:00:00 AM,06/01/2021 12:00:00 AM,06/01/2023 12:00:00 AM,,,"$2,060,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council",Dekalb Avenue / Kosciusko Street between Lewis & Stuyvesant Avenues,B359,40.692749193586,-73.935811548213,Brooklyn
8549,846 NDF-CLNKY,Callahan-Kelly Playground Reconstruction,"This project will reconstruct the playground, spray shower, perimeter sidewalks and walls, basketball courts, adult fitness equipment and sitting areas in Callahan-Kelly Playground. In addition, this project will construct a new skate park and park entrances.",construction,100,100,4.75,09/01/2016 12:00:00 AM,01/01/2018 12:00:00 AM,06/01/2018 12:00:00 AM,06/01/2018 12:00:00 AM,06/01/2018 12:00:00 AM,03/01/2019 12:00:00 AM,10/01/2020 12:00:00 AM,03/01/2021 12:00:00 AM,04/01/2021 12:00:00 AM,04/01/2023 12:00:00 AM,,,"$21,631,000",Davey Ives,07/11/2021 12:00:00 AM,Mayoral,"Fulton Street, Truxton Street, Van Sinderen Avenue",B219,40.678334,-73.90518,Brooklyn
2063,846 P-2PNYC03,Calvert Vaux Park Soccer Fields Construction,This project will construct two soccer fields in Calvert Vaux Park.,completed,100,100,100,04/01/2007 12:00:00 AM,09/01/2007 12:00:00 AM,12/01/2007 12:00:00 AM,12/01/2007 12:00:00 AM,12/01/2007 12:00:00 AM,09/01/2008 12:00:00 AM,,06/01/2008 12:00:00 AM,02/01/2009 12:00:00 AM,02/01/2010 12:00:00 AM,10/01/2013 12:00:00 AM,10/01/2013 12:00:00 AM,"$17,155,000",Davey Ives,07/11/2021 12:00:00 AM,Mayoral,Shore Parkway between Bay 44th & Bay 49th Streets.,B125,40.585752,-73.992571,Brooklyn
1038,846 P-2PNYC05,Calvert Vaux Park Comfort Station and Maintenance Facility Construction,This project will construct a comfort station and maintenance facility in Calvert Vaux Park.,construction,100,100,63,07/01/2011 12:00:00 AM,08/01/2014 12:00:00 AM,11/01/2017 12:00:00 AM,01/01/2018 12:00:00 AM,01/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,08/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM,12/01/2019 12:00:00 AM,05/01/2021 12:00:00 AM,08/01/2021 12:00:00 AM,,"$10,162,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, City Council",Shore Parkway near Bay 48th Street,B125,40.585108,-73.992288,Brooklyn
1732,846 P-213018A,Calvert Vaux Park Aquatic and Coastal Upland Habitat Restoration,"This project will construct a 3.5-acre natural habitat for waterfowl by excavating existing fill material, re-grading steep slopes and creating inter-tidal zones. It will also include a new boat launch ramp, fencing, and plantings.",completed,100,100,100,11/01/2001 12:00:00 AM,10/01/2002 12:00:00 AM,01/01/2009 12:00:00 AM,01/01/2009 12:00:00 AM,01/01/2009 12:00:00 AM,10/01/2009 12:00:00 AM,,07/01/2011 12:00:00 AM,09/01/2011 12:00:00 AM,08/01/2012 12:00:00 AM,08/01/2013 12:00:00 AM,08/01/2013 12:00:00 AM,"$3,152,000",Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, City Council, State",Shore Parkway near Bay 49th Street,B125,40.584074,-73.992157,Brooklyn
6608,846 P-4PLG15D,"Nautilus, Walter Ward, and Cambria Playgrounds Basketball and Handball Courts Reconstruction","This project will reconstruct basketball and handball courts at Nautilus Playground and Cambria Playground, and the basketball courts at Walter Ward Playground.",completed,100,100,100,07/01/2014 12:00:00 AM,03/01/2015 12:00:00 AM,04/01/2015 12:00:00 AM,05/01/2015 12:00:00 AM,05/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,05/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,06/01/2016 12:00:00 AM,12/01/2017 12:00:00 AM,,03/01/2017 12:00:00 AM,"$1,022,000",Joanne Amagrande,07/11/2021 12:00:00 AM,Mayoral,121 Avenue & 220 Street,Q339,40.689116,-73.742872,Queens
6608,846 P-4PLG15D,"Nautilus, Walter Ward, and Cambria Playgrounds Basketball and Handball Courts Reconstruction","This project will reconstruct basketball and handball courts at Nautilus Playground and Cambria Playground, and the basketball courts at Walter Ward Playground.",completed,100,100,100,07/01/2014 12:00:00 AM,03/01/2015 12:00:00 AM,04/01/2015 12:00:00 AM,05/01/2015 12:00:00 AM,05/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,05/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,06/01/2016 12:00:00 AM,12/01/2017 12:00:00 AM,,03/01/2017 12:00:00 AM,"$1,022,000",Joanne Amagrande,07/11/2021 12:00:00 AM,Mayoral,"Baisley & Merrick Boulevards, 115 Avenue",Q448,40.685093,-73.770738,Queens
6608,846 P-4PLG15D,"Nautilus, Walter Ward, and Cambria Playgrounds Basketball and Handball Courts Reconstruction","This project will reconstruct basketball and handball courts at Nautilus Playground and Cambria Playground, and the basketball courts at Walter Ward Playground.",completed,100,100,100,07/01/2014 12:00:00 AM,03/01/2015 12:00:00 AM,04/01/2015 12:00:00 AM,05/01/2015 12:00:00 AM,05/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,05/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,06/01/2016 12:00:00 AM,12/01/2017 12:00:00 AM,,03/01/2017 12:00:00 AM,"$1,022,000",Joanne Amagrande,07/11/2021 12:00:00 AM,Mayoral,89 St and 160 Av,Q421,40.657667,-73.843636,Queens
8861,846 P-4BWIDER,Queens Adult Fitness Equipment Construction (QG-618M),"This project will install adult fitness equipment at Cambria Playground, Haggerty Park, and Montbellier Park.",completed,100,100,100,09/01/2017 12:00:00 AM,09/01/2018 12:00:00 AM,,10/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,07/01/2019 12:00:00 AM,,06/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM,07/01/2020 12:00:00 AM,,03/01/2020 12:00:00 AM,"$737,000",Joanne Amagrande,07/11/2021 12:00:00 AM,City Council,121 Avenue & 220 Street,Q339,40.689682,-73.743084,Queens
8861,846 P-4BWIDER,Queens Adult Fitness Equipment Construction (QG-618M),"This project will install adult fitness equipment at Cambria Playground, Haggerty Park, and Montbellier Park.",completed,100,100,100,09/01/2017 12:00:00 AM,09/01/2018 12:00:00 AM,,10/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,07/01/2019 12:00:00 AM,,06/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM,07/01/2020 12:00:00 AM,,03/01/2020 12:00:00 AM,"$737,000",Joanne Amagrande,07/11/2021 12:00:00 AM,City Council,202 Street & Jamaica Avenue S/S,Q359,40.712995,-73.757964,Queens
8861,846 P-4BWIDER,Queens Adult Fitness Equipment Construction (QG-618M),"This project will install adult fitness equipment at Cambria Playground, Haggerty Park, and Montbellier Park.",completed,100,100,100,09/01/2017 12:00:00 AM,09/01/2018 12:00:00 AM,,10/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,07/01/2019 12:00:00 AM,,06/01/2019 12:00:00 AM,07/01/2019 12:00:00 AM,07/01/2020 12:00:00 AM,,03/01/2020 12:00:00 AM,"$737,000",Joanne Amagrande,07/11/2021 12:00:00 AM,City Council,Springfield Boulevard & 139 Avenue,Q396,40.673958,-73.756596,Queens
9842,846 P-413CAMB,Cambria Playground Reconstruction,This project will reconstruct Cambria Playground.,design,5,0,0,04/01/2021 12:00:00 AM,04/01/2022 12:00:00 AM,,,,,,,,,,,Between $3 million and $5 million,Joanne Amagrande,07/11/2021 12:00:00 AM,"Borough President, City Council",121st Avenue and Francis Lewis Boulevard near 222nd Street,Q339,40.688636851089,-73.742296587759,Queens
6424,846 P-2BELTPD,Canarsie West Trail Connector Construction,This project will construct a multi-use greenway path connecting the on-street path along Paerdegat Avenue North to the Shore Parkway Greenway along the southwestern edge of Canarsie Park.,completed,100,100,100,09/01/2014 12:00:00 AM,10/01/2015 12:00:00 AM,,01/01/2016 12:00:00 AM,01/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,04/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,05/01/2018 12:00:00 AM,,05/01/2018 12:00:00 AM,"$1,550,000",,07/11/2021 12:00:00 AM,Federal,Paerdegat Avenue North & Seaview Avenue to Shore Parkway,B018,40.624239,-73.897798,Brooklyn
1931,846 P-218CANR,Canarsie Park Playground Construction,This project will construct a playground in Canarsie Park.,completed,100,100,100,03/01/2011 12:00:00 AM,10/01/2011 12:00:00 AM,12/01/2011 12:00:00 AM,12/01/2011 12:00:00 AM,12/01/2011 12:00:00 AM,09/01/2012 12:00:00 AM,05/01/2011 12:00:00 AM,10/01/2012 12:00:00 AM,10/01/2012 12:00:00 AM,10/01/2013 12:00:00 AM,04/01/2012 12:00:00 AM,10/01/2013 12:00:00 AM,"$2,225,000",Davey Ives,07/11/2021 12:00:00 AM,"Borough President, City Council",Seaview Avenue and East 80th Street.,B018,40.626846,-73.899487,Brooklyn
9666,846 P-218CCMF,Canarsie Park Comfort Station Construction,This project will construct a comfort station in Canarsie Park.,procurement,100,85,0,01/01/2015 12:00:00 AM,09/01/2015 12:00:00 AM,05/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,01/01/2018 12:00:00 AM,12/01/2020 12:00:00 AM,,,,,,Between $3 million and $5 million,Davey Ives,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council",Seaview Avenue and Paerdegat Avenue North.,B018,40.626217,-73.900409,Brooklyn
9649,846 P-411CDTR,Captain Dermody Triangle Reconstruction,This project will reconstruct Captain Dermody Triangle.,design,50,0,0,09/01/2020 12:00:00 AM,09/01/2021 12:00:00 AM,,,,,,,,,,,Less than $1 million,Joanne Amagrande,07/11/2021 12:00:00 AM,,48th Avenue and 216th Street,Q316,40.755742054276,-73.764470292252,Queens
1250111,846 P-6UTILCW,Captain John McKenna IV Park Water Line Reconstruction,This project will reconstruct the water line to Captain John McKenna IV Park.,construction,100,100,0,01/01/2020 12:00:00 AM,06/01/2021 12:00:00 AM,,09/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,,12/01/2020 12:00:00 AM,03/01/2021 12:00:00 AM,07/01/2021 12:00:00 AM,,,"$200,000",Cristin Leoutsakos,07/11/2021 12:00:00 AM,"Mayoral, City Council",,B255L,40.652388,-73.97751,Brooklyn
6258,846 P-408TIL2,Captain Tilly Park Plaza Reconstruction,This project will reconstruct the plaza area in Captain Tilly Park.,completed,100,100,100,05/01/2014 12:00:00 AM,01/01/2015 12:00:00 AM,03/01/2015 12:00:00 AM,11/01/2015 12:00:00 AM,11/01/2015 12:00:00 AM,08/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,11/01/2016 12:00:00 AM,11/01/2017 12:00:00 AM,,10/01/2017 12:00:00 AM,"$1,132,000",Joanne Amagrande,07/11/2021 12:00:00 AM,City Council,Highland Avenue,Q052,40.711404,-73.798285,Queens
9376,846 P-4CPTLCS,Captain Tilly Park Comfort Station Reconstruction,This project will reconstruct the comfort station in Captain Tilly Park.,procurement,100,5,0,11/01/2018 12:00:00 AM,11/01/2019 12:00:00 AM,,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,08/01/2021 12:00:00 AM,,,,,,Between $1 million and $3 million,Joanne Amagrande,07/11/2021 12:00:00 AM,Mayoral,Highland Avenue between 165th Street and 166th Street,Q052,40.711440432311,-73.79824413497,Queens
3056,846 P-408TILL,Captain Tilly Park Landscape and Drainage Reconstruction,This project will reconstruct the landscaped areas and drainage structures at Captain Tilly Park.,completed,100,100,100,11/01/2010 12:00:00 AM,05/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,11/01/2013 12:00:00 AM,11/01/2013 12:00:00 AM,08/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,10/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,11/01/2015 12:00:00 AM,,11/01/2015 12:00:00 AM,"$923,000",Joanne Amagrande,07/11/2021 12:00:00 AM,City Council,"Highland Avenue, Upland Parkway, Gothic Parkway, 85th Avenue",Q052,40.712046,-73.798423,Queens
7404,846 P-308CSPG,Carl Schurz Park Playground Reconstruction,This project will reconstruct the children's playground in Carl Schurz Park.,completed,100,100,100,07/01/2017 12:00:00 AM,06/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,08/01/2018 12:00:00 AM,05/01/2019 12:00:00 AM,,05/01/2019 12:00:00 AM,09/01/2019 12:00:00 AM,09/01/2020 12:00:00 AM,11/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,"$3,359,000",Steve Simon,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council",East End Avenue from Gracie Square to East 86th Street,M081,40.773961,-73.944227,Manhattan
9205,846 P-3CSPBOL,Carl Schurz Park Security Measures Construction,This project will construct security measures at entrances to Carl Schurz Park.,procurement,100,5,0,06/01/2019 12:00:00 AM,06/01/2020 12:00:00 AM,,07/01/2020 12:00:00 AM,07/01/2020 12:00:00 AM,03/01/2021 12:00:00 AM,,,,,,,Between $1 million and $3 million,Steve Simon,07/11/2021 12:00:00 AM,Mayoral,"York Avenue, Gracie Square, FDR Drive",M081,40.776172,-73.942584,Manhattan
7195,846 P-5CARLPK,Carlton Park Landscape and Ida Court Playground Reconstruction,"This project will reconstruct the play areas, paths, fencing, landscape and park amenities at Carlton Park and Ida Court Playground.",completed,100,100,100,01/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,,05/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,02/01/2018 12:00:00 AM,,12/01/2017 12:00:00 AM,03/01/2018 12:00:00 AM,09/01/2019 12:00:00 AM,,09/01/2019 12:00:00 AM,"$2,007,000",Joseph Homsey,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council",Foster Road & Carlton Avenue,R053,40.533072,-74.202308,Staten Island
7195,846 P-5CARLPK,Carlton Park Landscape and Ida Court Playground Reconstruction,"This project will reconstruct the play areas, paths, fencing, landscape and park amenities at Carlton Park and Ida Court Playground.",completed,100,100,100,01/01/2016 12:00:00 AM,05/01/2017 12:00:00 AM,,05/01/2017 12:00:00 AM,05/01/2017 12:00:00 AM,02/01/2018 12:00:00 AM,,12/01/2017 12:00:00 AM,03/01/2018 12:00:00 AM,09/01/2019 12:00:00 AM,,09/01/2019 12:00:00 AM,"$2,007,000",Joseph Homsey,07/11/2021 12:00:00 AM,"Mayoral, Borough President, City Council","Drumgoole Road East, Ida Court, North Railroad Street",R097,40.538396,-74.187137,Staten Island
7030,846 P-6CPIBN4,"Hunts Point, Playground 52, Carmansville, MLK, and Sol Lain Playgrounds Comfort Station Reconstruction",This project will reconstruct comfort stations in various locations in the Bronx and Manhattan.,completed,100,100,100,02/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,,02/01/2016 12:00:00 AM,02/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,,07/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,01/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,"$9,395,000",Contact Us,07/11/2021 12:00:00 AM,Mayoral,"Amsterdam Av, W 151 St To W 152 St",M018,40.829056,-73.944274,"Manhattan, Bronx"
7030,846 P-6CPIBN4,"Hunts Point, Playground 52, Carmansville, MLK, and Sol Lain Playgrounds Comfort Station Reconstruction",This project will reconstruct comfort stations in various locations in the Bronx and Manhattan.,completed,100,100,100,02/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,,02/01/2016 12:00:00 AM,02/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,,07/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,01/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,"$9,395,000",Contact Us,07/11/2021 12:00:00 AM,Mayoral,Spofford Av bet Faile St & Hunts Point Av,X113,40.814122,-73.885877,"Manhattan, Bronx"
7030,846 P-6CPIBN4,"Hunts Point, Playground 52, Carmansville, MLK, and Sol Lain Playgrounds Comfort Station Reconstruction",This project will reconstruct comfort stations in various locations in the Bronx and Manhattan.,completed,100,100,100,02/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,,02/01/2016 12:00:00 AM,02/01/2016 12:00:00 AM,10/01/2016 12:00:00 AM,,07/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,01/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,"$9,395,000",Contact Us,07/11/2021 12:00:00 AM,Mayoral,"Lenox Ave, W. 113 St. To W. 114 St.",M198,40.800471,-73.950425,"Manhattan, Bronx"
